time,priority,Left,Right,Top,Bottom
2021-01-17 18:30:36.193381,2.0,461.0,497.0,105.0,149.0
2021-01-17 18:30:36.193381,2.0,211.0,226.0,119.0,131.0
2021-01-17 18:30:35.800335,2.0,462.0,497.0,104.0,153.0
2021-01-17 18:30:35.408743,2.0,460.0,499.0,108.0,149.0
