time,priority,Left,Right,Top,Bottom
2021-01-17 19:16:52.320722,2.0,317.0,362.0,33.0,96.0
2021-01-17 19:16:52.320722,2.0,461.0,482.0,91.0,107.0
2021-01-17 19:16:52.320722,2.0,201.0,215.0,115.0,130.0
